"Tweet Id","Full Text","Note Tweet Text","Tweet Url","Media URLs","Media Types","Media Count","Created At","Reply Count","Retweet Count","Favorite Count","Quote Count","Bookmark Count","View Count","Favorited","Retweeted","Bookmarked","Is Quote Status","Possibly Sensitive","Language","Expanded URLs","Hashtags","User Mentions","Original Tweet Id","Original Tweet Full Text","Original Note Tweet Text","Original Tweet User Id","Original Tweet User Name","Original Tweet User Screen Name","Original Tweet User Description","Original Tweet User Followers Count","Original Tweet User Friends Count","Original Tweet User Favourites Count","Original Tweet User Statuses Count","Original Tweet User Listed Count","Original Tweet User Avatar Url","Original Tweet User Profile Banner Url","Original Tweet User Location","Original Tweet User Is Blue Verified","Original Tweet User Is Verified","Original Tweet User Is Protected","Original Tweet User Professional Type","Original Tweet User Created At","Scraped At"
"1954818002949419349","A sense of refinement, a feeling of forward.
 
The BMW X7 xDrive40i.
#THEX7 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 10,6 l/100 km; CO₂ emissions combined: 239 g/km; CO2-class(es): G. https://t.co/Wj7AgMGPPU","","https://x.com/BMW/status/1954818002949419349","https://pbs.twimg.com/media/GyDonHYWkAMvGRV.jpg","photo","1","Mon Aug 11 08:11:45 +0000 2025","57","134","916","8","27","53062","No","No","No","No","No","en","","THEX7, BMW","","1954818002949419349","A sense of refinement, a feeling of forward.
 
The BMW X7 xDrive40i.
#THEX7 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 10,6 l/100 km; CO₂ emissions combined: 239 g/km; CO2-class(es): G. https://t.co/Wj7AgMGPPU","","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1953366318691819962","Progression and innovation shape a reward felt by every sense.
 
The BMW 7 Series.
#THE7 #BMW #7Series https://t.co/3HryiX5Q6J","","https://x.com/BMW/status/1953366318691819962","https://pbs.twimg.com/media/GxvAT-4WcAA-1C4.jpg","photo","1","Thu Aug 07 08:03:16 +0000 2025","101","259","2454","21","77","94884","No","No","No","No","No","en","","THE7, BMW, 7Series","","1953366318691819962","Progression and innovation shape a reward felt by every sense.
 
The BMW 7 Series.
#THE7 #BMW #7Series https://t.co/3HryiX5Q6J","","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1952641522987323854","Movement refined in pursuit, always advancing the senses.
 
The BMW M850i xDrive Gran Coupe.
#THEM8 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 11,0 l/100 km; CO₂ emissions combined: 250 g/km; CO2-class(es): G. https://t.co/0gGzKv4EwF","","https://x.com/BMW/status/1952641522987323854","https://pbs.twimg.com/media/GxktHa0W0AE0327.jpg","photo","1","Tue Aug 05 08:03:12 +0000 2025","76","182","1151","15","44","75118","No","No","No","No","No","en","","THEM8, BMW","","1952641522987323854","Movement refined in pursuit, always advancing the senses.
 
The BMW M850i xDrive Gran Coupe.
#THEM8 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 11,0 l/100 km; CO₂ emissions combined: 250 g/km; CO2-class(es): G. https://t.co/0gGzKv4EwF","","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1952278522753360115","Precious can't be found. Shaped by a drive to lead.
 
The BMW i7 M70 xDrive. 100% electric.
#BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 23,7 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: https://t.co/Txy8s4CMK4","Precious can't be found. Shaped by a drive to lead.
 
The BMW i7 M70 xDrive. 100% electric.
#BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 23,7 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 490 km.","https://x.com/BMW/status/1952278522753360115","https://pbs.twimg.com/media/Gxfi9_aXwAAR7IF.jpg","photo","1","Mon Aug 04 08:00:46 +0000 2025","117","213","1394","22","50","70218","No","No","No","No","No","en","","BMW","","1952278522753360115","Precious can't be found. Shaped by a drive to lead.
 
The BMW i7 M70 xDrive. 100% electric.
#BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 23,7 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: https://t.co/Txy8s4CMK4","Precious can't be found. Shaped by a drive to lead.
 
The BMW i7 M70 xDrive. 100% electric.
#BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 23,7 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 490 km.","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1937437700522451196","Your car should know you better. With BMW Intelligent Personal Assistant, it does.
 
The BMW iX xDrive60. 100% electric.
#THEiX #BMW
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 21,9 kWh/100 km; CO₂ emissions combined: 0 https://t.co/BuojQXm5Bp","Your car should know you better. With BMW Intelligent Personal Assistant, it does.
 
The BMW iX xDrive60. 100% electric.
#THEiX #BMW
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 21,9 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 564 km","https://x.com/BMW/status/1937437700522451196","https://pbs.twimg.com/media/GuMpT5dXAAA5v65.jpg
https://pbs.twimg.com/media/GuMpT5WWEAAZsZJ.jpg
https://pbs.twimg.com/media/GuMpT5ZXIAAbjna.jpg
https://pbs.twimg.com/media/GuMpT5ZXYAA-a_v.jpg","photo
photo
photo
photo","4","Tue Jun 24 09:08:38 +0000 2025","202","190","947","28","28","84990","No","No","No","No","No","en","","THEiX, BMW","","1937437700522451196","Your car should know you better. With BMW Intelligent Personal Assistant, it does.
 
The BMW iX xDrive60. 100% electric.
#THEiX #BMW
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 21,9 kWh/100 km; CO₂ emissions combined: 0 https://t.co/BuojQXm5Bp","Your car should know you better. With BMW Intelligent Personal Assistant, it does.
 
The BMW iX xDrive60. 100% electric.
#THEiX #BMW
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 21,9 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 564 km","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1935623555816816749","This isn’t a charging spot. It’s a co-op lobby with @airconsole. Who wants a game with BMW In-Car Gaming?*
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
*Services and features shown may not be available in all markets and languages and may require separate subscriptions. https://t.co/sxo2nVK55f","This isn’t a charging spot. It’s a co-op lobby with @airconsole. Who wants a game with BMW In-Car Gaming?*
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
*Services and features shown may not be available in all markets and languages and may require separate subscriptions.
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 19,5-19,4 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 468-467 km","https://x.com/BMW/status/1935623555816816749","https://pbs.twimg.com/media/Gty3XJnWQAAz6d0.jpg
https://pbs.twimg.com/media/Gty3XJoWwAAK-5H.jpg","photo
photo","2","Thu Jun 19 08:59:52 +0000 2025","94","109","619","21","21","62461","No","No","No","No","No","en","","THEi5, BMW","AirConsole","1935623555816816749","This isn’t a charging spot. It’s a co-op lobby with @airconsole. Who wants a game with BMW In-Car Gaming?*
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
*Services and features shown may not be available in all markets and languages and may require separate subscriptions. https://t.co/sxo2nVK55f","This isn’t a charging spot. It’s a co-op lobby with @airconsole. Who wants a game with BMW In-Car Gaming?*
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
*Services and features shown may not be available in all markets and languages and may require separate subscriptions.
 
Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 19,5-19,4 kWh/100 km; CO₂ emissions combined: 0 g/km; CO2-class: A; electric range: 468-467 km","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1933093539006545998","This is the BMW Heart of Joy.

The octopus is a marvel of the natural world, but what if it could control every one of its 8 limbs from a single central nervous system.

The first-ever BMW Heart of Joy provides BMW drivers the power to experience the next evolution of driving https://t.co/6v5mQCmXSg","This is the BMW Heart of Joy.

The octopus is a marvel of the natural world, but what if it could control every one of its 8 limbs from a single central nervous system.

The first-ever BMW Heart of Joy provides BMW drivers the power to experience the next evolution of driving pleasure; next-level control, exceptional agility and driving dynamics, and a highly responsive, safer drive.

#BMW #HeartofJoy

The BMW Heart of Joy will be available soon in selected BMW vehicles.","https://x.com/BMW/status/1933093539006545998","https://video.twimg.com/amplify_video/1933070089747652609/vid/avc1/1080x1920/OLHHNjef4X_EG68N.mp4?tag=21","video","1","Thu Jun 12 09:26:29 +0000 2025","137","169","682","42","49","78151","No","No","No","No","No","en","","","","1933093539006545998","This is the BMW Heart of Joy.

The octopus is a marvel of the natural world, but what if it could control every one of its 8 limbs from a single central nervous system.

The first-ever BMW Heart of Joy provides BMW drivers the power to experience the next evolution of driving https://t.co/6v5mQCmXSg","This is the BMW Heart of Joy.

The octopus is a marvel of the natural world, but what if it could control every one of its 8 limbs from a single central nervous system.

The first-ever BMW Heart of Joy provides BMW drivers the power to experience the next evolution of driving pleasure; next-level control, exceptional agility and driving dynamics, and a highly responsive, safer drive.

#BMW #HeartofJoy

The BMW Heart of Joy will be available soon in selected BMW vehicles.","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1932001988759224615","Turn every curve into a smooth swim 🐠 with BMW Curve-Ahead View! 🌊
 
The BMW X1 xDrive23d.
#THEX1 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 5,3-4,9 l/100 km; CO₂ emissions combined: 139-130 g/km; CO₂ https://t.co/ymf9Bxt6Wi","Turn every curve into a smooth swim 🐠 with BMW Curve-Ahead View! 🌊
 
The BMW X1 xDrive23d.
#THEX1 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 5,3-4,9 l/100 km; CO₂ emissions combined: 139-130 g/km; CO₂ class(es): E-D","https://x.com/BMW/status/1932001988759224615","https://pbs.twimg.com/media/Gs_ZkQRWQAEKES3.jpg
https://pbs.twimg.com/media/Gs_ZkQRWMAAeupC.jpg
https://pbs.twimg.com/media/Gs_ZkQTWUAA5mqK.jpg
https://pbs.twimg.com/media/Gs_ZkQQXwAAt0FC.jpg","photo
photo
photo
photo","4","Mon Jun 09 09:09:03 +0000 2025","93","113","619","9","18","60429","No","No","No","No","No","en","","THEX1, BMW","","1932001988759224615","Turn every curve into a smooth swim 🐠 with BMW Curve-Ahead View! 🌊
 
The BMW X1 xDrive23d.
#THEX1 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 5,3-4,9 l/100 km; CO₂ emissions combined: 139-130 g/km; CO₂ https://t.co/ymf9Bxt6Wi","Turn every curve into a smooth swim 🐠 with BMW Curve-Ahead View! 🌊
 
The BMW X1 xDrive23d.
#THEX1 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 5,3-4,9 l/100 km; CO₂ emissions combined: 139-130 g/km; CO₂ class(es): E-D","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1930188656771314089","When the dog wants to do the parking, you know it’s time for BMW Remote Control Parking to take over.* 🐾📱  
The BMW X5 xDrive50e.
#THEX5 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption weighted combined: 30,5-28,5 kWh/100 km https://t.co/vmUAjkiASU","When the dog wants to do the parking, you know it’s time for BMW Remote Control Parking to take over.* 🐾📱  
The BMW X5 xDrive50e.
#THEX5 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption weighted combined: 30,5-28,5 kWh/100 km and 1,2-1,0 l/100 km; CO₂ emissions weighted combined: 27-23 g/km; CO₂ classes: with discharged battery G; weighted combined B; Fuel consumption with depleted battery combined: 10,4-9,8 l/100km; electric range: 93-85 km
 
*No animals were placed in control of the vehicle. Human supervision required at all times.","https://x.com/BMW/status/1930188656771314089","https://pbs.twimg.com/media/GsloWimX0AAVfYS.jpg
https://pbs.twimg.com/media/GsloWinXAAAbRCm.jpg","photo
photo","2","Wed Jun 04 09:03:31 +0000 2025","71","101","496","10","15","50913","No","No","No","No","No","en","","THEX5, BMW","","1930188656771314089","When the dog wants to do the parking, you know it’s time for BMW Remote Control Parking to take over.* 🐾📱  
The BMW X5 xDrive50e.
#THEX5 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption weighted combined: 30,5-28,5 kWh/100 km https://t.co/vmUAjkiASU","When the dog wants to do the parking, you know it’s time for BMW Remote Control Parking to take over.* 🐾📱  
The BMW X5 xDrive50e.
#THEX5 #BMW
 
Mandatory information according to German law ’Pkw-EnVKV’ based on WLTP: energy consumption weighted combined: 30,5-28,5 kWh/100 km and 1,2-1,0 l/100 km; CO₂ emissions weighted combined: 27-23 g/km; CO₂ classes: with discharged battery G; weighted combined B; Fuel consumption with depleted battery combined: 10,4-9,8 l/100km; electric range: 93-85 km
 
*No animals were placed in control of the vehicle. Human supervision required at all times.","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"
"1928377740308234686","BMW Highway Assistant* = With a great mustache comes great responsibility.
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
BMW i5 xDrive40: Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 18,8 kWh/100 km; CO₂ emissions https://t.co/1iXr8j9WN1","BMW Highway Assistant* = With a great mustache comes great responsibility.
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
BMW i5 xDrive40: Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 18,8 kWh/100 km; CO₂ emissions combined: 0 g/km; CO₂-class: A; electric range: 487 km

*The BMW Highway Assistant is only available in Germany and the USA. Driver assistance features are not a substitute for the driver's responsibility to operate the vehicle in a safe manner. Always pay attention to traffic, surroundings, and road conditions while using Highway Assistant. Weather, traffic, road conditions, cellular service and map data may affect performance of driver assistance features. Applicable laws may differ, and the use of this function may be prohibited or limited. Before use, check applicable laws. Please refer to your owner's manual for more information.","https://x.com/BMW/status/1928377740308234686","https://pbs.twimg.com/media/GsL5VUcXEAA17Fp.jpg
https://pbs.twimg.com/media/GsL5VUgX0AAegni.jpg","photo
photo","2","Fri May 30 09:07:35 +0000 2025","82","95","517","13","8","65465","No","No","No","No","No","en","","THEi5, BMW","","1928377740308234686","BMW Highway Assistant* = With a great mustache comes great responsibility.
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
BMW i5 xDrive40: Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 18,8 kWh/100 km; CO₂ emissions https://t.co/1iXr8j9WN1","BMW Highway Assistant* = With a great mustache comes great responsibility.
 
The BMW i5 xDrive40. 100% electric.
#THEi5 #BMW
 
BMW i5 xDrive40: Mandatory information according to german law ’Pkw-EnVKV’ based on WLTP: energy consumption combined: 18,8 kWh/100 km; CO₂ emissions combined: 0 g/km; CO₂-class: A; electric range: 487 km

*The BMW Highway Assistant is only available in Germany and the USA. Driver assistance features are not a substitute for the driver's responsibility to operate the vehicle in a safe manner. Always pay attention to traffic, surroundings, and road conditions while using Highway Assistant. Weather, traffic, road conditions, cellular service and map data may affect performance of driver assistance features. Applicable laws may differ, and the use of this function may be prohibited or limited. Before use, check applicable laws. Please refer to your owner's manual for more information.","1545994664","BMW","BMW","The official #BMW account. Come for the cars, stay for the Joy. Imprint: https://t.co/CofRcurI3x","2674043","73","15672","48322","4956","https://pbs.twimg.com/profile_images/1807534976117747713/Uk3W5rE1_normal.jpg","https://pbs.twimg.com/profile_banners/1545994664/1757063924","Munich","Yes","No","No","Business","Tue Jun 25 15:20:28 +0000 2013","2026-04-05T17:34:54.901Z"